,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,total_second
1546,1,12.0,3,0,1500.0,1378.0,171,3.0,0.0
1547,1,52.0,3,0,1232.0,1371.0,0,1.0,0.0
1548,1,109.0,0,1,1372.0,1347.0,192,5.0,0.0
1549,1,22.0,1,0,1384.0,1353.0,201,5.0,0.0
1550,1,41.0,1,2,1285.0,1400.0,171,4.0,0.0
1551,1,50.0,1,0,1412.0,1433.0,201,8.0,0.0
1552,1,60.0,3,0,1416.0,1699.0,97,4.0,0.0
1553,1,93.0,2,2,1406.0,1338.0,192,5.0,0.0
1554,1,92.0,1,0,1564.0,1389.0,175,5.0,0.0
1555,1,56.0,1,0,1102.0,1385.0,171,3.0,0.0
1556,1,122.0,1,0,1243.0,1378.0,37,2.0,0.0
1557,1,111.0,1,2,1586.0,1383.0,177,5.0,0.0
1558,0,68.0,1,0,1045.0,1383.0,171,4.0,0.0
1559,1,42.0,1,0,1383.0,1045.0,152,3.0,0.0
1560,1,26.0,3,0,1383.0,1045.0,152,3.0,0.0
1561,1,77.0,1,2,1383.0,1045.0,152,3.0,0.0
1562,1,45.0,1,2,1383.0,1045.0,152,3.0,0.0
1563,1,52.0,1,0,1383.0,1045.0,152,3.0,0.0
1564,1,98.0,3,0,1500.0,1503.0,171,3.0,0.0
1565,1,113.0,1,2,1403.0,1364.0,152,3.0,0.0
1566,1,62.0,3,0,1446.0,1359.0,171,3.0,0.0
1567,1,58.0,1,0,1369.0,1413.0,174,3.0,0.0
1568,1,12.0,1,0,1468.0,1354.0,171,3.0,0.0
1569,1,84.0,1,0,1331.0,1434.0,174,3.0,0.0
1570,1,33.0,3,2,1985.0,1009.0,213,6.0,0.0
1571,0,63.0,1,2,1227.0,1009.0,171,4.0,0.0
1572,0,41.0,1,2,1009.0,1227.0,152,3.0,0.0
1573,1,69.0,1,2,1344.0,1018.0,0,1.0,0.0
1574,0,92.0,3,0,1018.0,1707.0,72,2.0,0.0
1575,0,20.0,3,0,1018.0,1489.0,73,4.0,0.0
1576,0,16.0,3,0,1018.0,1387.0,193,5.0,0.0
1577,1,31.0,1,2,998.0,835.0,193,5.0,0.0
1578,1,45.0,3,2,1055.0,1034.0,177,5.0,0.0
1579,0,19.0,1,2,1166.0,1034.0,201,5.0,0.0
1580,0,19.0,1,2,1100.0,1034.0,197,7.0,0.0
1581,1,88.0,2,1,1009.0,1038.0,36,2.0,0.0
1582,0,124.0,1,0,1500.0,1038.0,171,3.0,0.0
1583,0,13.0,3,2,1653.0,1038.0,195,4.0,0.0
1584,0,12.0,3,2,1038.0,1265.0,191,4.0,0.0
1585,0,25.0,3,2,955.0,1038.0,36,2.0,0.0
1586,0,46.0,3,0,1063.0,1779.0,152,3.0,0.0
1587,0,26.0,3,2,1067.0,972.0,0,1.0,0.0
1588,0,24.0,3,0,1072.0,1815.0,239,4.0,0.0
1589,1,49.0,1,2,1324.0,1096.0,177,6.0,0.0
1590,1,40.0,3,0,1150.0,1202.0,0,1.0,0.0
1591,0,29.0,1,2,1918.0,1150.0,211,6.0,0.0
1592,1,137.0,1,2,1352.0,1629.0,195,5.0,0.0
1593,1,14.0,0,1,1352.0,1364.0,171,3.0,0.0
1594,1,60.0,3,2,1353.0,1364.0,192,5.0,0.0
1595,1,44.0,1,0,1377.0,1340.0,81,2.0,0.0
1596,1,34.0,1,0,1351.0,1366.0,181,3.0,0.0
1597,1,40.0,1,0,1363.0,1353.0,191,3.0,0.0
1598,1,113.0,1,2,1403.0,1364.0,152,3.0,0.0
1599,1,38.0,0,1,1323.0,1365.0,171,3.0,0.0
1600,1,37.0,3,2,1345.0,1296.0,171,3.0,0.0
1601,1,44.0,1,0,1331.0,1341.0,72,2.0,0.0
1602,1,34.0,1,0,1343.0,1328.0,72,4.0,0.0
1603,0,34.0,3,0,1343.0,1328.0,72,4.0,0.0
1604,1,45.0,3,0,1210.0,1334.0,0,1.0,0.0
1605,1,31.0,1,2,1325.0,1218.0,36,2.0,0.0
1606,1,79.0,1,2,1776.0,1880.0,100,6.0,0.0
1607,1,29.0,3,2,1840.0,1785.0,245,4.0,0.0
1608,1,66.0,3,0,1711.0,1751.0,90,3.0,0.0
1609,1,44.0,3,0,1865.0,1990.0,99,4.0,0.0
1610,1,38.0,3,0,1880.0,1828.0,226,9.0,0.0
1611,1,48.0,3,0,1835.0,1868.0,121,6.0,0.0
1612,1,83.0,3,2,1854.0,1871.0,78,3.0,0.0
1613,1,45.0,3,2,1805.0,1870.0,91,3.0,0.0
1614,1,55.0,0,1,1989.0,1868.0,274,8.0,0.0
1615,1,100.0,1,0,1839.0,1871.0,93,3.0,0.0
1616,1,85.0,3,2,1844.0,1809.0,215,7.0,0.0
1617,1,99.0,0,1,1845.0,1841.0,117,4.0,0.0
1618,1,100.0,3,0,1837.0,1828.0,242,5.0,0.0
1619,1,69.0,3,2,1981.0,1818.0,0,1.0,0.0
1620,1,106.0,3,0,1805.0,1800.0,121,6.0,0.0
1621,1,58.0,3,0,1815.0,1893.0,117,4.0,0.0
1622,1,63.0,3,2,1946.0,1828.0,117,4.0,0.0
1623,1,48.0,3,0,1843.0,1938.0,71,2.0,0.0
1624,1,57.0,3,2,1825.0,1885.0,90,3.0,0.0
1625,1,24.0,3,2,1864.0,1833.0,226,9.0,0.0
1626,1,54.0,3,0,1895.0,1813.0,224,9.0,0.0
1627,1,66.0,3,0,1812.0,1872.0,117,4.0,0.0
1628,1,77.0,3,2,1906.0,1902.0,121,6.0,0.0
1629,1,32.0,3,0,1916.0,1842.0,226,9.0,0.0
1630,1,39.0,3,0,1854.0,1880.0,121,6.0,0.0
1631,1,79.0,3,2,1839.0,1819.0,213,6.0,0.0
1632,1,84.0,3,0,1795.0,1789.0,117,5.0,0.0
1633,1,71.0,3,2,1717.0,1833.0,117,4.0,0.0
1634,1,97.0,0,1,1761.0,1712.0,121,6.0,0.0
1635,1,38.0,3,2,1770.0,1789.0,117,4.0,0.0
1636,1,66.0,3,0,1890.0,1853.0,213,6.0,0.0
1637,1,59.0,3,0,1800.0,1750.0,90,3.0,0.0
1638,1,43.0,3,2,1500.0,1627.0,75,8.0,0.0
1639,1,77.0,1,2,1393.0,1337.0,216,7.0,0.0
1640,1,13.0,3,2,1867.0,1399.0,208,7.0,0.0
1641,1,62.0,2,0,1438.0,1407.0,192,4.0,0.0
1642,1,23.0,1,2,2009.0,1441.0,195,5.0,0.0
1643,1,17.0,3,2,1460.0,1483.0,219,7.0,0.0
1644,1,44.0,3,0,1500.0,1762.0,109,8.0,0.0
1645,1,33.0,3,2,1937.0,1507.0,185,6.0,0.0
1646,1,46.0,1,0,1319.0,1480.0,0,1.0,0.0
1647,1,42.0,1,0,1486.0,2125.0,227,9.0,0.0
1648,1,90.0,3,0,1734.0,1402.0,36,6.0,0.0
1649,1,65.0,3,2,1915.0,1835.0,96,4.0,0.0
1650,1,76.0,3,0,1853.0,1595.0,268,6.0,0.0
1651,1,69.0,1,2,2340.0,1857.0,241,4.0,0.0
1652,1,48.0,3,0,1798.0,1848.0,201,6.0,0.0
1653,1,66.0,3,0,1850.0,2192.0,323,7.0,0.0
1654,1,72.0,3,0,1862.0,1846.0,268,10.0,0.0
1655,1,62.0,1,0,1788.0,1853.0,201,6.0,0.0
1656,1,69.0,3,2,1846.0,1719.0,323,7.0,0.0
1657,1,70.0,3,0,1551.0,1842.0,258,5.0,0.0
1658,1,56.0,1,0,1852.0,1879.0,71,2.0,0.0
1659,1,111.0,3,2,1880.0,1803.0,353,8.0,0.0
1660,1,108.0,3,0,1879.0,1841.0,66,5.0,0.0
1661,1,73.0,3,2,2231.0,1882.0,241,3.0,0.0
1662,1,66.0,3,0,1850.0,1871.0,239,2.0,0.0
1663,1,77.0,1,2,1870.0,1412.0,36,2.0,0.0
1664,1,59.0,1,2,1949.0,1879.0,172,5.0,0.0
1665,1,97.0,3,0,1324.0,1878.0,258,4.0,0.0
1666,1,62.0,3,0,1889.0,1907.0,171,3.0,0.0
1667,1,76.0,2,0,1708.0,1887.0,184,6.0,0.0
1668,1,3.0,2,2,1375.0,1332.0,241,3.0,0.0
1669,1,77.0,1,2,1318.0,1395.0,77,4.0,0.0
1670,1,39.0,3,0,1254.0,1322.0,36,4.0,0.0
1671,1,63.0,1,2,1309.0,1336.0,154,6.0,0.0
1672,1,47.0,2,2,1326.0,1321.0,171,3.0,0.0
1673,1,29.0,1,2,1308.0,1339.0,152,3.0,0.0
1674,1,41.0,3,2,1285.0,1321.0,36,2.0,0.0
1675,1,48.0,1,0,1270.0,1322.0,241,3.0,0.0
1676,1,38.0,1,0,1327.0,1542.0,154,6.0,0.0
1677,1,67.0,1,2,1550.0,1321.0,72,2.0,0.0
1678,1,48.0,3,0,1322.0,1836.0,71,2.0,0.0
1679,1,12.0,3,0,1328.0,1498.0,173,7.0,0.0
1680,1,10.0,2,0,1358.0,1315.0,192,5.0,0.0
1681,1,30.0,2,0,1319.0,1633.0,192,5.0,0.0
1682,1,48.0,3,0,1330.0,1345.0,154,5.0,0.0
1683,1,18.0,3,0,1343.0,1369.0,206,6.0,0.0
1684,1,13.0,1,2,1335.0,1355.0,192,5.0,0.0
1685,1,62.0,3,0,1140.0,1349.0,181,3.0,0.0
1686,1,27.0,2,2,1360.0,1362.0,13,4.0,0.0
1687,1,36.0,3,0,1368.0,1635.0,99,5.0,0.0
1688,1,36.0,3,0,1370.0,1838.0,72,4.0,0.0
1689,1,1.0,3,0,1464.0,1355.0,0,1.0,0.0
1690,1,49.0,3,2,1341.0,1424.0,99,5.0,0.0
1691,1,37.0,3,2,1819.0,1345.0,185,6.0,0.0
1692,1,95.0,1,2,1324.0,1795.0,195,4.0,0.0
1693,1,17.0,3,2,1318.0,1169.0,191,4.0,0.0
1694,1,23.0,1,2,1743.0,1320.0,192,5.0,0.0
1695,1,118.0,1,0,1329.0,1308.0,184,5.0,0.0
1696,1,12.0,3,0,1317.0,1392.0,72,4.0,0.0
1697,1,41.0,3,2,1309.0,1213.0,192,5.0,0.0
1698,1,16.0,3,0,1321.0,1259.0,78,2.0,0.0
1699,1,2.0,2,0,1336.0,1516.0,72,2.0,0.0
1700,1,35.0,3,2,1375.0,1346.0,191,4.0,0.0
1701,1,9.0,3,2,1398.0,1355.0,191,4.0,0.0
1702,1,81.0,1,2,1346.0,1295.0,175,4.0,0.0
1703,1,55.0,2,2,1351.0,1357.0,192,4.0,0.0
1704,1,2.0,2,0,1039.0,1161.0,171,2.0,0.0
1705,1,2.0,3,0,1055.0,1280.0,0,1.0,0.0
1706,1,8.0,3,0,1086.0,1148.0,0,1.0,0.0
1707,1,62.0,1,0,1091.0,1958.0,0,1.0,0.0
1708,0,4.0,3,0,1091.0,1171.0,0,1.0,0.0
1709,0,2.0,3,0,1091.0,1529.0,0,1.0,0.0
1710,0,2.0,3,2,1091.0,1701.0,0,1.0,0.0
1711,0,2.0,3,0,1091.0,1500.0,0,1.0,0.0
1712,1,5.0,3,2,1674.0,1095.0,0,1.0,0.0
1713,1,15.0,3,2,1907.0,1095.0,152,4.0,0.0
1714,1,38.0,1,0,1193.0,1636.0,0,1.0,0.0
1715,1,69.0,1,2,1733.0,1199.0,37,3.0,0.0
1716,1,44.0,1,0,1236.0,1373.0,0,1.0,0.0
1717,0,37.0,1,2,2047.0,1236.0,78,3.0,0.0
1718,1,64.0,1,0,1264.0,1506.0,0,1.0,0.0
1719,0,1.0,2,2,2032.0,1223.0,71,1.0,0.0
1720,1,2.0,3,2,1765.0,1234.0,1,1.0,0.0
1721,1,26.0,1,0,1246.0,1753.0,36,2.0,0.0
1722,1,12.0,3,2,1739.0,1260.0,0,1.0,0.0
1723,1,14.0,3,0,1279.0,1720.0,1,1.0,0.0
1724,1,73.0,1,2,1694.0,1305.0,4,2.0,0.0
1725,1,3.0,3,2,1654.0,1345.0,1,1.0,0.0
1726,1,6.0,3,0,1423.0,1576.0,152,3.0,0.0
1727,1,3.0,3,0,1500.0,1500.0,36,2.0,0.0
1728,0,52.0,3,0,1500.0,1377.0,195,8.0,0.0
1729,0,68.0,3,0,1377.0,1500.0,154,6.0,0.0
1730,0,36.0,3,0,1500.0,2126.0,41,2.0,0.0
1731,0,34.0,3,2,2126.0,1500.0,221,8.0,0.0
1732,0,138.0,2,0,1537.0,1500.0,90,3.0,0.0
1733,0,68.0,1,0,1500.0,1537.0,206,6.0,0.0
1734,0,125.0,3,2,1500.0,1619.0,201,5.0,0.0
1735,1,84.0,1,0,1026.0,1864.0,239,4.0,0.0
1736,0,31.0,3,2,1513.0,1026.0,36,2.0,0.0
1737,0,119.0,3,2,1519.0,1026.0,178,3.0,0.0
1738,0,32.0,1,0,1026.0,1369.0,171,3.0,0.0
1739,0,90.0,1,0,1026.0,1916.0,0,2.0,0.0
1740,1,54.0,3,2,1145.0,1040.0,72,2.0,0.0
1741,1,64.0,1,0,1043.0,1539.0,239,3.0,0.0
1742,1,73.0,1,2,1878.0,1043.0,20,3.0,0.0
1743,1,13.0,1,2,1856.0,1045.0,174,4.0,0.0
1744,1,72.0,3,0,1547.0,971.0,152,3.0,0.0
1745,0,52.0,1,0,971.0,1500.0,72,2.0,0.0
1746,0,114.0,1,0,971.0,1629.0,77,2.0,0.0
1747,1,21.0,3,0,981.0,1181.0,152,4.0,0.0
1748,1,49.0,3,0,982.0,1700.0,171,3.0,0.0
1749,1,81.0,1,2,1700.0,982.0,192,5.0,0.0
1750,0,9.0,1,2,1735.0,982.0,171,3.0,0.0
1751,0,61.0,3,0,982.0,1136.0,171,3.0,0.0
1752,1,31.0,3,0,1371.0,1457.0,191,4.0,0.0
1753,1,39.0,3,2,1883.0,1373.0,221,10.0,0.0
1754,1,60.0,3,2,1344.0,1696.0,191,4.0,0.0
1755,1,52.0,3,0,1348.0,1725.0,121,6.0,0.0
1756,1,35.0,3,2,1863.0,1349.0,221,8.0,0.0
1757,1,24.0,1,0,1460.0,1327.0,215,6.0,0.0
1758,1,19.0,3,2,1338.0,1344.0,0,1.0,0.0
1759,1,34.0,3,0,1359.0,1411.0,72,2.0,0.0
1760,1,13.0,3,2,1829.0,1361.0,185,6.0,0.0
1761,1,30.0,3,0,1365.0,1708.0,72,4.0,0.0
1762,1,94.0,3,0,1366.0,2301.0,111,9.0,0.0
1763,1,6.0,3,0,1254.0,1353.0,195,5.0,0.0
1764,1,64.0,1,0,1369.0,1408.0,108,4.0,0.0
1765,1,15.0,1,2,1344.0,1390.0,201,8.0,0.0
1766,1,15.0,1,2,1512.0,1403.0,195,5.0,0.0
1767,1,66.0,3,0,1412.0,1679.0,192,5.0,0.0
1768,1,19.0,3,0,1479.0,1387.0,152,3.0,0.0
1769,1,39.0,1,2,1889.0,1389.0,36,2.0,0.0
1770,1,37.0,3,0,1392.0,1816.0,201,6.0,0.0
1771,1,29.0,1,2,1817.0,1396.0,185,5.0,0.0
1772,1,22.0,1,0,1760.0,1358.0,201,5.0,0.0
1773,1,50.0,3,0,1360.0,1873.0,201,7.0,0.0
1774,1,56.0,3,0,1383.0,1352.0,99,4.0,0.0
1775,1,30.0,1,0,1536.0,1350.0,0,5.0,0.0
1776,1,34.0,3,0,1356.0,1708.0,83,5.0,0.0
1777,1,58.0,3,0,1376.0,1418.0,201,8.0,0.0
1778,1,76.0,1,0,1333.0,1876.0,113,9.0,0.0
1779,1,28.0,0,1,1313.0,1335.0,221,8.0,0.0
1780,1,36.0,3,0,1349.0,1534.0,208,8.0,0.0
1781,1,44.0,3,0,1370.0,1469.0,208,10.0,0.0
1782,1,14.0,3,0,1410.0,1882.0,96,4.0,0.0
1783,1,59.0,3,2,1241.0,1460.0,239,3.0,0.0
1784,1,68.0,2,0,1370.0,1425.0,171,3.0,0.0
1785,1,35.0,3,2,1384.0,1380.0,192,5.0,0.0
1786,1,65.0,3,2,1435.0,1429.0,195,5.0,0.0
1787,1,59.0,1,2,1469.0,1485.0,195,8.0,0.0
1788,1,61.0,0,1,1494.0,1433.0,174,3.0,0.0
1789,1,45.0,3,0,1555.0,1607.0,71,3.0,0.0
1790,1,56.0,1,0,1437.0,1475.0,171,3.0,0.0
1791,1,25.0,3,0,1346.0,1361.0,71,5.0,0.0
1792,1,86.0,1,0,1393.0,1357.0,240,5.0,0.0
1793,1,68.0,3,0,1368.0,1381.0,173,6.0,0.0
1794,1,100.0,3,0,1375.0,1529.0,83,3.0,0.0
1795,1,57.0,1,2,1590.0,1380.0,72,4.0,0.0
1796,1,21.0,2,2,1371.0,1291.0,195,5.0,0.0
1797,1,54.0,3,0,1135.0,1366.0,241,4.0,0.0
1798,1,113.0,3,2,1363.0,1250.0,28,2.0,0.0
1799,1,46.0,1,0,1347.0,1800.0,172,5.0,0.0
1800,1,66.0,1,0,1349.0,1832.0,173,6.0,0.0
1801,1,75.0,1,2,1343.0,1165.0,71,7.0,0.0
1802,1,51.0,3,2,1326.0,1355.0,73,4.0,0.0
1803,1,84.0,3,0,1354.0,1423.0,172,3.0,0.0
1804,1,47.0,1,2,1635.0,1358.0,0,2.0,0.0
1805,1,60.0,1,0,1540.0,1341.0,173,7.0,0.0
1806,1,89.0,3,2,1329.0,1358.0,71,6.0,0.0
1807,1,104.0,1,0,1331.0,1746.0,200,8.0,0.0
1808,1,51.0,1,2,1321.0,1267.0,72,4.0,0.0
1809,1,44.0,3,0,1334.0,1277.0,72,4.0,0.0
1810,1,107.0,1,2,1324.0,1280.0,72,4.0,0.0
1811,1,49.0,3,2,1368.0,1334.0,0,1.0,0.0
1812,1,100.0,1,0,1340.0,1548.0,152,4.0,0.0
1813,1,110.0,3,0,1348.0,1460.0,152,3.0,0.0
1814,1,30.0,1,0,1345.0,1400.0,173,6.0,0.0
1815,1,59.0,1,2,1341.0,1056.0,199,9.0,0.0
1816,1,43.0,1,2,1376.0,1351.0,216,6.0,0.0
1817,1,85.0,2,2,1337.0,1523.0,173,6.0,0.0
1818,1,60.0,3,2,1313.0,1349.0,191,4.0,0.0
1819,1,44.0,1,0,1359.0,1391.0,71,7.0,0.0
1820,1,80.0,3,0,1216.0,1352.0,176,4.0,0.0
1821,1,40.0,3,2,1160.0,1369.0,0,1.0,0.0
1822,1,102.0,1,0,1374.0,1357.0,72,4.0,0.0
1823,1,34.0,1,0,1369.0,1364.0,0,4.0,0.0
1824,1,72.0,3,0,1373.0,1639.0,172,3.0,0.0
1825,1,41.0,3,2,1468.0,1381.0,208,7.0,0.0
1826,1,36.0,1,0,1392.0,1549.0,72,6.0,0.0
1827,1,27.0,1,2,1398.0,1312.0,178,3.0,0.0
1828,1,39.0,1,2,1297.0,1413.0,191,4.0,0.0
1829,1,57.0,3,2,1400.0,1529.0,91,3.0,0.0
1830,1,127.0,0,1,1398.0,1465.0,91,3.0,0.0
1831,1,68.0,1,0,1403.0,1613.0,173,6.0,0.0
1832,1,68.0,1,0,1408.0,1628.0,172,5.0,0.0
1833,1,56.0,1,0,1419.0,1449.0,173,6.0,0.0
1834,1,96.0,1,0,1432.0,1382.0,4,2.0,0.0
1835,1,97.0,3,2,1444.0,1476.0,213,6.0,0.0
1836,0,36.0,1,0,1476.0,1652.0,241,4.0,0.0
1837,0,75.0,3,0,1492.0,1476.0,239,3.0,0.0
1838,1,39.0,3,2,1740.0,1485.0,263,8.0,0.0
1839,1,39.0,3,2,1581.0,1495.0,239,3.0,0.0
1840,1,19.0,3,2,1597.0,1504.0,264,4.0,0.0
1841,1,23.0,3,2,1579.0,1522.0,245,4.0,0.0
1842,1,118.0,3,2,1502.0,1695.0,192,5.0,0.0
1843,1,55.0,3,2,1605.0,1517.0,201,8.0,0.0
1844,0,35.0,3,2,1748.0,1537.0,204,7.0,0.0
1845,1,54.0,3,0,1547.0,1626.0,15,4.0,0.0
1846,1,11.0,3,2,1353.0,1568.0,171,3.0,0.0
1847,1,18.0,3,0,1589.0,1386.0,241,4.0,0.0
1848,1,11.0,3,2,1369.0,1611.0,196,8.0,0.0
1849,1,117.0,3,2,1721.0,1621.0,213,6.0,0.0
1850,1,40.0,1,0,1635.0,1631.0,4,2.0,0.0
1851,1,38.0,1,0,1533.0,1624.0,201,9.0,0.0
1852,1,88.0,3,0,1633.0,1777.0,241,3.0,0.0
1853,1,62.0,3,0,1649.0,1606.0,6,3.0,0.0
1854,0,37.0,3,0,1646.0,1649.0,213,6.0,0.0
1855,0,62.0,1,0,1500.0,1649.0,171,3.0,0.0
1856,0,23.0,3,2,1307.0,1649.0,3,2.0,0.0
1857,0,59.0,1,2,1649.0,1230.0,241,4.0,0.0
1858,1,88.0,1,0,1673.0,1633.0,0,1.0,0.0
1859,1,5.0,3,2,1821.0,1641.0,181,3.0,0.0
1860,1,45.0,3,0,1649.0,1838.0,241,3.0,0.0
1861,1,41.0,1,2,1466.0,1673.0,173,6.0,0.0
1862,1,41.0,2,2,1742.0,1785.0,195,7.0,0.0
1863,1,89.0,1,2,1650.0,1756.0,41,2.0,0.0
1864,1,84.0,1,0,1629.0,1749.0,92,3.0,0.0
1865,0,100.0,0,1,1519.0,1749.0,117,4.0,0.0
1866,1,70.0,3,0,1851.0,1887.0,153,5.0,0.0
1867,1,52.0,3,0,1874.0,1774.0,153,5.0,0.0
1868,1,50.0,3,0,1891.0,1793.0,72,4.0,0.0
1869,1,87.0,3,2,1876.0,1810.0,84,5.0,0.0
1870,1,52.0,3,0,1745.0,1862.0,241,4.0,0.0
1871,1,54.0,1,0,1637.0,1821.0,1,2.0,0.0
1872,1,64.0,2,0,1587.0,1811.0,83,7.0,0.0
1873,1,133.0,0,1,1885.0,1837.0,114,10.0,0.0
1874,1,92.0,2,0,1796.0,1875.0,117,5.0,0.0
1875,1,36.0,3,0,1884.0,2004.0,77,4.0,0.0
1876,1,39.0,3,2,1863.0,1899.0,241,5.0,0.0
1877,0,63.0,2,2,1581.0,1232.0,173,6.0,0.0
1878,0,55.0,2,2,1581.0,1232.0,172,3.0,0.0
1879,0,40.0,2,0,1232.0,1581.0,127,10.0,0.0
1880,1,71.0,2,2,1500.0,1238.0,91,3.0,0.0
1881,1,64.0,3,2,1188.0,1259.0,93,3.0,0.0
1882,0,60.0,3,0,1515.0,1615.0,93,3.0,0.0
1883,0,34.0,3,0,1615.0,1515.0,44,5.0,0.0
1884,1,73.0,3,0,1277.0,1464.0,41,2.0,0.0
1885,1,23.0,3,2,1371.0,1284.0,192,5.0,0.0
1886,0,20.0,1,0,1500.0,1371.0,91,3.0,0.0
1887,1,64.0,3,0,1372.0,1440.0,93,3.0,0.0
1888,0,63.0,3,2,2131.0,1431.0,239,4.0,0.0
1889,1,50.0,1,0,1485.0,1403.0,119,6.0,0.0
1890,1,44.0,1,0,1401.0,1382.0,90,3.0,0.0
1891,1,37.0,3,0,1392.0,1608.0,21,5.0,0.0
1892,1,21.0,3,2,1603.0,1402.0,201,9.0,0.0
1893,0,94.0,3,0,1116.0,1402.0,28,2.0,0.0
1894,0,61.0,3,2,1116.0,1402.0,3,2.0,0.0
1895,0,50.0,1,0,1116.0,1402.0,123,8.0,0.0
1896,0,30.0,3,0,1402.0,1116.0,37,4.0,0.0
1897,0,55.0,1,2,1402.0,1569.0,10,2.0,0.0
1898,1,48.0,3,0,1431.0,1426.0,10,2.0,0.0
1899,1,21.0,3,0,1455.0,1448.0,10,2.0,0.0
1900,1,35.0,3,2,1859.0,1460.0,91,5.0,0.0
1901,1,43.0,3,2,1501.0,1484.0,41,2.0,0.0
1902,1,111.0,1,2,1457.0,1449.0,15,2.0,0.0
1903,1,49.0,2,2,1419.0,1544.0,19,2.0,0.0
1904,0,40.0,2,0,1419.0,1865.0,19,2.0,0.0
1905,1,19.0,3,2,1639.0,1807.0,206,7.0,0.0
1906,1,45.0,3,2,1807.0,1798.0,10,2.0,0.0
1907,1,18.0,3,0,1807.0,1687.0,244,6.0,0.0
1908,1,45.0,1,2,1639.0,1807.0,19,2.0,0.0
1909,1,61.0,1,2,1555.0,1575.0,241,3.0,0.0
1910,0,35.0,3,2,1555.0,1755.0,241,3.0,0.0
1911,0,42.0,3,0,1881.0,1555.0,253,8.0,0.0
1912,0,79.0,1,2,1555.0,1412.0,77,4.0,0.0
1913,0,54.0,1,0,1412.0,1555.0,0,2.0,0.0
1914,1,89.0,1,2,1293.0,2123.0,201,6.0,0.0
1915,1,25.0,3,2,2118.0,1294.0,241,4.0,0.0
1916,1,28.0,3,0,1295.0,2112.0,192,8.0,0.0
1917,1,35.0,1,2,1500.0,2154.0,42,5.0,0.0
1918,0,30.0,3,2,2075.0,2140.0,113,10.0,0.0
1919,1,125.0,3,2,1848.0,2264.0,72,4.0,0.0
1920,1,52.0,3,0,2366.0,2264.0,72,6.0,0.0
1921,0,19.0,3,0,2030.0,2264.0,72,6.0,0.0
1922,1,92.0,1,0,1778.0,2264.0,226,9.0,0.0
1923,0,36.0,3,0,1778.0,2264.0,221,8.0,0.0
1924,0,35.0,1,2,2264.0,1778.0,111,9.0,0.0
1925,0,14.0,1,0,1778.0,2264.0,72,4.0,0.0
1926,1,41.0,3,2,2264.0,1778.0,111,9.0,0.0
1927,1,37.0,3,0,1305.0,2264.0,206,7.0,0.0
1928,0,57.0,1,2,2264.0,1841.0,241,5.0,0.0
1929,0,52.0,3,0,1841.0,2264.0,241,5.0,0.0
1930,0,51.0,1,2,2264.0,1841.0,72,6.0,0.0
1931,1,50.0,3,0,1841.0,2264.0,0,1.0,0.0
1932,1,54.0,2,0,1855.0,2264.0,193,5.0,0.0
1933,1,45.0,3,2,2264.0,1529.0,153,5.0,0.0
1934,0,17.0,1,2,2264.0,1753.0,178,3.0,0.0
1935,0,29.0,3,2,2264.0,1753.0,191,4.0,0.0
1936,0,68.0,3,0,1753.0,2264.0,174,4.0,0.0
1937,0,13.0,1,2,2264.0,1753.0,178,3.0,0.0
1938,0,48.0,3,0,1753.0,2264.0,153,5.0,0.0
1939,0,33.0,3,2,2264.0,1753.0,191,4.0,0.0
1940,0,25.0,1,2,2264.0,1713.0,39,5.0,0.0
1941,0,58.0,3,0,1455.0,2264.0,93,5.0,0.0
1942,0,70.0,3,0,1455.0,2264.0,324,7.0,0.0
1943,0,59.0,3,2,2264.0,1455.0,213,6.0,0.0
1944,1,46.0,3,0,1455.0,2264.0,83,7.0,0.0
1945,0,67.0,3,2,2264.0,1871.0,92,3.0,0.0
1946,1,38.0,3,0,1871.0,2264.0,0,1.0,0.0
1947,1,64.0,3,0,1615.0,2264.0,239,5.0,0.0
1948,0,57.0,3,2,2264.0,1871.0,192,8.0,0.0
1949,0,71.0,3,0,1871.0,2264.0,204,9.0,0.0
1950,1,55.0,3,2,2264.0,1871.0,192,8.0,0.0
1951,1,75.0,3,2,2249.0,2153.0,0,2.0,0.0
1952,1,133.0,3,0,2188.0,2234.0,216,6.0,0.0
1953,1,55.0,3,2,2218.0,2198.0,7,3.0,0.0
1954,1,19.0,3,2,1466.0,1046.0,206,6.0,0.0
1955,1,33.0,3,2,1457.0,1395.0,100,6.0,0.0
1956,1,122.0,1,0,1349.0,1449.0,239,3.0,0.0
1957,1,48.0,3,0,1316.0,1442.0,266,10.0,0.0
1958,1,61.0,1,2,1434.0,1321.0,119,6.0,0.0
1959,1,46.0,3,2,2026.0,1864.0,4,2.0,0.0
1960,1,55.0,3,2,2021.0,1806.0,4,2.0,0.0
1961,1,103.0,3,2,2016.0,2032.0,41,3.0,0.0
1962,1,99.0,2,2,2024.0,1933.0,4,2.0,0.0
1963,1,35.0,3,2,1980.0,2071.0,8,4.0,0.0
1964,1,64.0,3,0,2064.0,1968.0,44,5.0,0.0
1965,1,113.0,2,2,1958.0,1952.0,4,2.0,0.0
1966,1,21.0,3,2,1930.0,1810.0,4,2.0,0.0
1967,1,66.0,1,0,1950.0,1920.0,92,3.0,0.0
1968,1,34.0,1,0,1802.0,1913.0,117,4.0,0.0
